Emails,Website,Website Category,SimilarWeb Global Rank,Global Monthly Visits,Company Name,Company Country,Company State,Company City,Company Phone,Company Revenue Range,Company Employee Range,Number Of Emails
,innovatelearning.com,Career & Education > Education,"15,325,002",500,"Innovate Learning, LLC",United States,CA,LADERA RANCH,,0 - 1M,1 - 10,
john@hockey-sense.ca,hockey-sense.ca,Sports,"15,365,115",500,hockey_sense,Canada,Ontario,Ancaster,,0 - 1M,1 - 10,1
info@vj-innovations.com",vj-innovations.com,Business & Industry,"10,925,002",500,v+j innovations,United Kingdom,,London,+306947371692,0 - 1M,1 - 10,2
,vaktechnisch.nl,Business & Industry,"11,794,240",500,Vaktechnisch,,,,,0 - 1M,1 - 10,
donna@uoi.org",uoi.org,Shopping > Clothing,"14,855,744",500,"Unlimited Opportunities, Inc (UOI Boonville)",United States,MO,BOONVILLE,,10M - 50M,50 - 200,4
,bricexpansion.com,Business & Industry,"14,854,777",500,bricexpansion,,,,,0 - 1M,1 - 10,
,thelancast.com,Arts & Entertainment > Music & Audio,"15,841,306",500,The Lancast,,,,,0 - 1M,1 - 10,
,thenext.com.au,Unknown,"9,991,228",500,THE NEXT,,,,,100M - 200M,"500 - 1,000",
info@rurelevant.com",rurelevant.com,Business & Industry,"12,660,289",500,RAReed,United States,IL,Cary,,0 - 1M,1 - 10,2
studio@hyenalabs.com",hyenalabs.com,Internet & Telecom,"15,612,299",500,hyenalabs,,,,,0 - 1M,1 - 10,3
danny@siennawebdesigns.com",siennawebdesigns.com,Arts & Entertainment > Web Design,"11,387,210",500,Sienna Web Designs,United States,FL,Lutz,,0 - 1M,1 - 10,3
scott@mpwengineering.com",mpwengineering.com,Business & Industry > Industrial Goods & Services,"13,200,860",500,MPWEngineering,United States,OK,Tulsa,9185824088,10M - 50M,50 - 200,2
jennifer@theactorscenter.org",theactorscenter.org,Arts & Entertainment > Performing Arts,"13,157,578",500,The Actors Center NYC,,,,,10M - 50M,50 - 200,3
,fashioncleaners.com,Business & Industry,"15,775,573",500,Fashion Cleaners,United States,NE,Omaha,,10M - 50M,50 - 200,
info@jestercreative.com,jestercreative.com,Business & Industry,"13,119,976",500,Jester Creative Inc.,,,,,0 - 1M,1 - 10,1
nowUmatter@gmail.com,nowumatter.com,People & Society > Relationships & Dating,"15,882,456",500,nowUmatter,,,,201-503-4703,0 - 1M,1 - 10,1
,neemdeel.nl,Business & Industry,"13,036,041",500,NeemDeel,Netherlands,,Amsterdam,,0 - 1M,1 - 10,
info@multienergygroup.com,multienergygroup.com,Business & Industry,,500,Multi Energy Group,United States,GA,ATLANTA,(770) 587-0725,1M - 10M,10 - 50,1
reba@magellanlifecoaching.com,magellanlifecoaching.com,Health > Alternative & Natural Medicine,"9,593,246",500,Magellan Life Coaching,,,,,0 - 1M,1 - 10,1
contact@tpsradio.net,tpsradio.net,Arts & Entertainment > Music & Audio,"9,625,156",500,TPSRadio.net,,,,,0 - 1M,1 - 10,1
,iappfel.de,Computer & Electronics,,500,iAPPfel,,,,,0 - 1M,1 - 10,
jwoods@valleyhealthcolumbus.com",valleyhealthcolumbus.com,Health,"16,361,709",500,"Valley Healthcare System, Inc.",,,,,10M - 50M,50 - 200,4
,spectrumcapitalsolutions.com,Unknown,"14,604,217",500,Spectrum Capital LLC,,,,,0 - 1M,1 - 10,
,theundergraduateexeter.com,Unknown,"13,102,768",500,The Undergraduate Exeter,United Kingdom,Devon,Exeter,,1M - 10M,10 - 50,
info@madgravity.com,madgravity.com,People & Society,"14,649,176",500,Mad Gravity,,,,,1M - 10M,10 - 50,1
karen@myjoyofliving.com,myjoyofliving.com,Pets & Animals > Animal Products & Service,"16,517,026",500,Joy of Living,United States,KS,Overland Park,,0 - 1M,1 - 10,1
info@72andrising.com,72andrising.com,Travel > Tourism,"16,986,859",500,HAWNT Media,,,,,0 - 1M,1 - 10,1
email@indigomediaconsulting.com,indigoinboundmarketing.com,Unknown,"11,842,498",500,Indigo Inbound Marketing,United States,MI,Howell,800-695-3170,0 - 1M,1 - 10,1
dj@socialmediarevolution.ca,socialmediarevolution.ca,Internet & Telecom,,500,Social Media Revolution,Canada,AB,Calgary,,0 - 1M,1 - 10,1
,wisconsinfootdoctor.com,Health,"14,851,644",500,Wisconsin Neuropathy Center,,,,,1M - 10M,10 - 50,
,spanishsuitcase.com,Career & Education > Education,"12,234,174",500,spanishsuitcase,,,,,0 - 1M,1 - 10,
therapy@grouptherapyassociates.com,grouptherapyassociates.com,Unknown,"15,122,374",500,GTAtherapists,United States,VA,Haymarket,,0 - 1M,1 - 10,1
,citiesofthemind.com,Business & Industry,"16,921,636",500,CitiesoftheMind,,,,,0 - 1M,1 - 10,
rachel@punchpresence.com",punchpresence.com,Unknown,"16,932,728",500,punchpresence,,,,,0 - 1M,1 - 10,2
info@mygpsfleet.com",mygpsfleet.com,Internet & Telecom > Telecommunications,,500,Fleet Trax Inc.,,,,,1M - 10M,10 - 50,2
info@websitedesignhouston.net",websitedesignhouston.net,Arts & Entertainment > Web Design,,500,Netlyte LLC,,,,(281) 468-7690,1M - 10M,10 - 50,2
,purifiedcredit.com,Unknown,"17,081,563",500,PurifiedCredit,,,,,0 - 1M,1 - 10,
,sevensixinc.com,Arts & Entertainment,,500,SevenSix Inc,Canada,Alberta,Calgary,,0 - 1M,1 - 10,
,globalpropertyselect.com,Unknown,"10,968,778",500,Global Property Select,,,,,1M - 10M,10 - 50,
darren@factor168.com,factor168.com,Business & Industry,"16,396,465",500,FACTOR168 | Creative Events,Australia,Queensland,Carindale,,0 - 1M,1 - 10,1
jason@nutrisynergy.com,nutrisynergy.com,Health > Nutrition,,500,NutriSynergy,United States,WI,Hudson,,0 - 1M,1 - 10,1
info@zmconsultants.com,zmconsultants.com,Unknown,"19,408,360",500,"Zephyr Marketing Consultants, LLC.",United States,CO,Denver,,0 - 1M,1 - 10,1
,alphasocialmediainc.com,Unknown,"11,124,159",500,Alpha Social Media Inc.,Canada,Nova Scotia,Truro,,0 - 1M,1 - 10,
info@evio.com,evio.com,Business & Industry,"17,213,710",500,EV.IO LLC,United States,CA,SAN FRANCISCO,,0 - 1M,1 - 10,1
info@reinventioninc.com",reinventioninc.com,Business & Industry,"16,697,544",500,RE:INVENTION,United States,IL,Chicago,312-635-1350,0 - 1M,1 - 10,4
nan@salesby5.com",salesby5.com,Business & Industry,"13,907,529",500,Salesby5,,,,,0 - 1M,1 - 10,4
info@ctobuddy.com,ctobuddy.com,Unknown,"6,733,572",500,CTOBuddy,United States,CA,Santa Clara,,0 - 1M,1 - 10,1
info@marketingbytes.biz,marketingbytes.biz,Internet & Telecom,"7,389,810",500,"Alison*s Art, Inc. dba MARKETING BYTES",United States,NY,Rockville Centre,,0 - 1M,1 - 10,1
jane@vibrantcouples.com",vibrantcouples.com,Unknown,"17,917,985",500,VibrantCouples,,,,,0 - 1M,1 - 10,2
info@mitgs.com,mitgs.com,Unknown,"12,829,571",500,Manhattan IT Group,United States,NY,New York,(212)400-7915,0 - 1M,1 - 10,1
robert@searchmanager.se,searchmanager.se,Internet & Telecom,"15,937,318",500,SearchManager Media,Sweden,lta,Stockholm,,0 - 1M,1 - 10,1
doc@gestaohumana.com.br",gestaohumana.com.br,Business & Industry,"14,478,554",500,Consultoria em RH - Gest‹o Humana,Brazil,,S‹o Paulo,11-30646996,1M - 10M,10 - 50,9
info@socialapprove.com,socialapprove.com,Unknown,"14,866,425",500,SocialApprove,United States,CA,Santa Monica,,0 - 1M,1 - 10,1
info@teckwarp.com,teckwarp.com,Unknown,"12,118,525",500,teckwarp,,,,,0 - 1M,1 - 10,1
info@rainmakergroup.ca",rainmakergroup.ca,Law & Government > Law,"12,101,811",500,RainMaker Group - Legal Recruitment,Canada,Ontario,Toronto,,0 - 1M,1 - 10,4
jolney@gingerconsult.com",gingerconsult.com,Unknown,,500,GingerConsulting,,,,,0 - 1M,1 - 10,2
,coaxys.com,Unknown,,500,Coaxys,,,,,0 - 1M,1 - 10,
,digitalinvestments.co.uk,Internet & Telecom,,500,Digital Investments,United Kingdom,Avon,Bristol,,0 - 1M,1 - 10,
,synergyhypnotherapymelbourne.com.au,Health > Alternative & Natural Medicine,,500,Synergy Hypnotherapy,Australia,Victoria,South Yarra,,0 - 1M,1 - 10,
Frank@latinohealthcareforum.org",latinohealthcareforum.org,Health,"16,982,324",500,LHCF,United States,TX,AUSTIN,5125857185,0 - 1M,1 - 10,31
,americanadvisors.co,Career & Education > Universities & Colleges,"16,091,319",500,American Advisors,Turkey,Ankara,Cankaya,,0 - 1M,1 - 10,
jobs@nimtgroup.edu.in",nimtgroup.edu.in,Career & Education > Universities & Colleges,"17,444,870",500,NIMT,India,Delhi,Delhi,,50M - 100M,200 - 500,3
,biosciencia.com,Unknown,"17,356,688",500,Biosciencia,,,,,0 - 1M,1 - 10,
,healthelation.com,Unknown,"17,847,949",500,HealthElation,,,,,0 - 1M,1 - 10,
,organicsocial.biz,Internet & Telecom,"18,114,856",500,OrganicSocial,India,"Rajasthan,",Udaipur,,0 - 1M,1 - 10,
info@localmarketingu.com,localmarketingu.com,Business & Industry,"17,782,351",500,,,,,,0 - 1M,1 - 10,1
,trueresultsunleashed.com,Unknown,"16,858,801",500,True Results Unleashed,United States,OR,Portland,,0 - 1M,1 - 10,
,nelsonmedinaonline.com,Business & Industry > Marketing & Advertising,"13,177,377",500,Nelson Medina,Panama,,Panama City,,0 - 1M,1 - 10,
craig.mckenna@thegrowthacademy.com,thegrowthacademy.com,Career & Education > Education,"12,171,418",500,The Growth Academy,United Kingdom,,Edinburgh,,0 - 1M,1 - 10,1
,greentechybrids.com,Unknown,"17,144,754",500,GreenTec Auto,United States,CA,Rancho Cordova,,1M - 10M,10 - 50,
,arielcoro.com,Business & Industry > Business Services,"13,932,545",500,arielcoro,,,,,0 - 1M,1 - 10,
,synergyinproperty.com,Business & Industry > Real Estate,"19,319,593",500,Synergy in Property,,,,,1M - 10M,10 - 50,
jeremy@jeremybelter.com,jeremybelter.com,Arts & Entertainment,,500,,,,,,0 - 1M,1 - 10,1
,eugenenikiforov.com,Unknown,,500,Likeminders,United States,NY,New York,,0 - 1M,1 - 10,
info@wispi.com,wispi.com,Business & Industry,"11,766,198",500,"Wisconsin Screen Process, Inc. & The Sign Shoppe",United States,WI,Racine,(262) 639-0990,1M - 10M,10 - 50,1
contact@deadshotdigital.com,deadshotdigital.com,Unknown,,500,deadshotdigital,United States,OH,Kings Mills,,0 - 1M,1 - 10,1
,drakewealth.com,Finance > Financial Management,"19,628,540",500,Drake Wealth Management,United States,CA,Sausalito,(415) 686-2086,0 - 1M,1 - 10,
,boundless.net,Internet & Telecom,"17,253,500",500,BoundlessJen,,,,,0 - 1M,1 - 10,
yaron.b@faroway.net",faroway.net,Unknown,,500,farowaygroup,China,Guangdong,Shenzhen,,1M - 10M,10 - 50,10
jobs@trendplanet.com",trendplanet.com,Shopping,"19,811,124",500,TREND PLANET,,,,,0 - 1M,1 - 10,2
,douglasville-lawyers.com,Law & Government > Law,,500,"Edwards, McLeod & Money, P.C.",United States,GA,Douglasville,(770) 949-7300,0 - 1M,1 - 10,
,gx-media.com,Arts & Entertainment,,500,GX Media,United States,TN,Knoxville,,0 - 1M,1 - 10,
,notre-assureur.fr,Finance > Financial Management,"18,368,986",500,Notre-Assureur.fr,,,,,10M - 50M,50 - 200,
info@fltac.org,fltac.org,Unknown,,500,Florida Tenth Amendment Center,,,,,0 - 1M,1 - 10,1
info@resultsroom.co.nz",resultsroom.co.nz,Beauty & Fitness > Fitness,"20,459,063",500,Results Room Personal Training,,,,,0 - 1M,1 - 10,2
,ggoa.org,Unknown,,500,Golden Gates of America,,,,(480) 654-4444,0 - 1M,1 - 10,
social@madisonmission.net,madisonmission.net,People & Society > Religion & Spirituality,"15,437,658",500,Madison Mission SDA Church,,,,,1M - 10M,10 - 50,1
,solidreasons.com,Business & Industry,"20,995,627",500,SolidReasons,,,,,0 - 1M,1 - 10,
,dynamicodesigns.com,Arts & Entertainment,"21,067,682",500,Dynamico Designs,,,,,0 - 1M,1 - 10,
kathy@katherinesands.com,katherinesands.com,Travel > Accommodation & Hotels,,500,Katherinesands.com,,,,,0 - 1M,1 - 10,1
stephanie@buckeyeva.com,buckeyeva.com,Business & Industry,"21,373,371",500,Buckeye V.A.,,,,,0 - 1M,1 - 10,1
,digitallifeceo.com,Business & Industry,"21,533,652",500,DigitalLifeCEO,,,,,0 - 1M,1 - 10,
,unworldlife.com,People & Society > Religion & Spirituality,,500,unworldlife,,,,,0 - 1M,1 - 10,
support@octaviatech.com,octaviatech.com,Unknown,,500,Octavia Technologies,United States,CA,San Francisco,(415) 426-3500,0 - 1M,1 - 10,1
Barbara@getbackontracknow.com,getbackontracknow.com,Business & Industry,"21,665,187",500,Barbara Goldberg,United States,FL,St. Augustine,9046102581,0 - 1M,1 - 10,1
info@ratece.com",ratece.com,Unknown,,500,RateCE,United States,CA,Studio City,,0 - 1M,1 - 10,6
,planbpo.com,Unknown,"8,684,127",500,PLAN BPO,,,,,10M - 50M,50 - 200,
info@junglebeatmarketing.co.uk,junglebeatmarketing.co.uk,Business & Industry > Marketing & Advertising,"19,548,927",500,Junglebeat Marketing,United Kingdom,Fife,Dunfermline,,0 - 1M,1 - 10,1
shirley@intentionalwellnesscoach.com,intentionalwellnesscoach.com,Unknown,"11,382,099",500,Intentional Wellness Coach,,,,,0 - 1M,1 - 10,1
info@powerboard.co.nz,powerboard.co.nz,Business & Industry > Marketing & Advertising,"21,802,306",500,power_board,,,,,0 - 1M,1 - 10,1
will@willwohler.com,willwohler.com,Business & Industry,"14,023,794",500,willwohler,United States,ME,Portland,,0 - 1M,1 - 10,1
joshandjack@riverinaim.com,riverinaim.com,Unknown,"18,187,512",500,RiverinaIM,Australia,NSW,Albury,,0 - 1M,1 - 10,1
,gethiyu.com,Unknown,"21,918,430",500,"Hiyu Mobile, Inc.",Canada,BC,West Vancouver,,1M - 10M,10 - 50,
,limbolive.co.uk,Food & Drink,,500,Limbo,,,,,0 - 1M,1 - 10,
jay@plummovingmedia.com",plummovingmedia.com,Business & Industry,"16,899,360",500,PlumMovingMedia,United States,WI,Milwaukee,,1M - 10M,10 - 50,2
,marketmycareer.com,Career & Education > Jobs & Employment,,500,MarketMyCareer.com,,,,,0 - 1M,1 - 10,
,holoscreative.com,Unknown,,500,Holos Creative LLC,,,,,0 - 1M,1 - 10,
barbara@tsg-theshannongroup.com,tsg-theshannongroup.com,Unknown,,500,TSG The Shannon Group,United States,Ca.,Oakland,,1M - 10M,10 - 50,1
natalie@brokenopenmedia.com,brokenopenmedia.com,Arts & Entertainment,,500,Broken Open Media,United States,NY,New York,,0 - 1M,1 - 10,1
,bcockpit.com,Unknown,"19,524,062",500,BCockpit,Brazil,Rio de Janeiro,Rio de Janeiro,,0 - 1M,1 - 10,
rbv@rbv3.com,rbv3.com,Unknown,"13,605,192",500,rbV3,,,,,0 - 1M,1 - 10,1
,doubleboarranch.com,Recreation & Hobbies > Outdoors,"15,389,036",500,Double Boar Ranch,United States,PA,Shippenville,,0 - 1M,1 - 10,
,rachmascap.com,Finance,"15,754,523",500,Rachmas Capital,,,,,0 - 1M,1 - 10,
info@arecyclers.com,arecyclers.com,Shopping,,500,Asset Recyclers,United States,WI,Racine,,1M - 10M,10 - 50,1
info@claydigitalconsulting.com,claydigitalconsulting.com,Unknown,"22,629,112",500,Clay Digital Consulting,United States,GA,Lawrenceville,,0 - 1M,1 - 10,1
,blubambu.biz,Unknown,,500,Blu Bambu Design,,,,,0 - 1M,1 - 10,
hello@dropcap.org,dropcap.org,Unknown,"19,038,734",500,Dropcap,,,,,0 - 1M,1 - 10,1
contact@emerykaze.com,emerykaze.com,Unknown,,500,Emery Kaze Company,,,,,0 - 1M,1 - 10,1
,kmupresse.ch,Business & Industry > Marketing & Advertising,"19,145,963",500,KMUpresse.ch,Switzerland,,Steinhuserberg,,0 - 1M,1 - 10,
caviglia@praesenz-effizienz.ch,praesenz-effizienz.ch,Business & Industry,"14,855,069",500,Daniela A. Caviglia,Switzerland,Luzern,Steinhuserberg,,0 - 1M,1 - 10,1
,siteup.ro,Arts & Entertainment,"21,764,269",500,SiteUP,,,,,0 - 1M,1 - 10,
info@jazzmak.com,jazzmak.com,Unknown,,500,JAZZMAK,Pakistan,Punjab,Lahore,,0 - 1M,1 - 10,1
fundraising@kamloopsefry.com",kamloopsefry.com,People & Society,"16,378,860",500,Kamloops and District Elizabeth Fry Society,Canada,BC,Kamloops,,1M - 10M,10 - 50,5
,euroberge.com,People & Society,"23,565,658",500,Euroberge,United States,,Greeley,,0 - 1M,1 - 10,
inquire@nairajobnet.com,nairajobnet.com,Career & Education,"18,534,335",500,nairajobnet,Nigeria,,Ikeja,0706 6493 8545 ; 07064939411,1M - 10M,10 - 50,1
mmacey@thinkupnewmedia.com,thinkupnewmedia.com,Business & Industry > Marketing & Advertising,"23,599,073",500,ThinkUp New Media,United States,CO,Centennial,,0 - 1M,1 - 10,1
kelly@coachingink.com.au,coachingink.com.au,Business & Industry > Business Services,"23,737,948",500,Coaching Ink,Australia,NSW,Paddington,,0 - 1M,1 - 10,1
sbrown@somlaw.ca",somlaw.ca,Unknown,"16,552,817",500,Shields O'Donnell MacKillop LLP,Canada,Ontario,Toronto,,1M - 10M,10 - 50,12
adam@fanoffilm.com,fanoffilm.com,Arts & Entertainment > Movies,,500,NickTek Productions,,,,,0 - 1M,1 - 10,1
,kidstheatrenews.com,Unknown,"16,758,730",500,Kids Theatre News,,,,,0 - 1M,1 - 10,
,justicewordlaw.co,Unknown,"20,134,207",500,Justice Wordlaw Dot Com,,,,,0 - 1M,1 - 10,
,thegoodnessgrows.com,People & Society,"13,341,112",500,Mimi Meredith,,,,,0 - 1M,1 - 10,
,thetopproducergroup.com,Business & Industry > Real Estate,,500,"The Top Producer Group, LLC",United States,NC,Wilmington,,0 - 1M,1 - 10,
,theclinergroup.com,Unknown,"24,392,028",500,The Cliner Group,,,,,0 - 1M,1 - 10,
,ansleyrdgroup.com,Business & Industry,"15,062,275",500,ansleyRDgroup,United States,FL,Ocala,407-710-5822,0 - 1M,1 - 10,
nina@zapalaconsulting.com,zapalaconsulting.com,Unknown,"20,267,584",500,NinaZapala,,,,,0 - 1M,1 - 10,1
,kettlebottom.com,Arts & Entertainment,"15,085,748",500,Kettlebottom,United States,RI,Jamestown,,1M - 10M,10 - 50,
anne@arudia.com,arudia.com,Business & Industry > Business Services,"16,955,817",500,Anne Collier,United States,MD,CHEVY CHASE,2024499751,0 - 1M,1 - 10,1
contact@jitsupr.com,jitsupr.com,Unknown,"20,327,148",500,Jitsu Public Relations,United States,NJ,Cranford,,0 - 1M,1 - 10,1
,mybwnonline.com,Unknown,"24,535,682",500,Business Women Networking Online,,,,,0 - 1M,1 - 10,
lorne@lornepike.com",lornepike.com,Business & Industry > Marketing & Advertising,"24,532,193",500,Lorne Pike & Associates,Canada,NL,Mount Pearl,,0 - 1M,1 - 10,3
,bravematters.com,Business & Industry > Marketing & Advertising,"24,615,092",500,BraveMatters,United States,OK,Norman,405-217-0029,0 - 1M,1 - 10,
,8pecksmarketing.com,Unknown,"24,656,915",500,steve peck,,,,,0 - 1M,1 - 10,
djacob@indigocenters.com",indigocenters.com,Unknown,,500,IndigoCenters,,,,,0 - 1M,1 - 10,4
sales@colleaguesoftware.com,colleaguesoftware.com,Unknown,"13,608,327",500,Colleague Software,United Kingdom,Norwich,Rackheath,,1M - 10M,10 - 50,1
admin@tech2wire.com,tech2wire.com,Unknown,,0,Tech 2 Wire,India,,Hyderabad,917416750223,0 - 1M,1 - 10,1
info@prevendra.com,prevendra.com,Unknown,"24,979,785",0,PREVENDRA  INC.,United States,WA,Woodinville,,0 - 1M,1 - 10,1
info@greencity.mn,greencity.mn,Business & Industry,"16,231,693",0,GreenCity Mongolia,Mongolia,,Ulaanbaatar,,10M - 50M,50 - 200,1
,sanitate.it,Business & Industry,,0,TOCODE | code for your innovation,Italy,Puglia,Palagiano,3403079043,0 - 1M,1 - 10,
info@makeyourself.co.uk,makeyourself.co.uk,Business & Industry,"19,011,489",0,Make Yourself,United Kingdom,,London,,0 - 1M,1 - 10,1
,kioos.com.br,Unknown,"26,555,887",0,Kioos,Brazil,SP,So Paulo,,0 - 1M,1 - 10,
mgimmel@d2dinc.com",d2dinc.com,Law & Government > Government,"20,798,861",0,Design To Delivery,United States,MD,Bethesda,3016574440,1M - 10M,50 - 200,2
info@portfoliocomms.com,portfoliocomms.com,Business & Industry,"26,813,647",0,PortfolioComms,United Kingdom,,London,,0 - 1M,1 - 10,1
,bigideamm.com,Unknown,,0,BIG IDEA MASTERMIND Inc,,,,,> 1B,"> 10,000",
,wickedvirtual.com.au,Computer & Electronics,"27,248,284",0,Wicked Virtual,Australia,QLD,Hay Point,,0 - 1M,1 - 10,
,thebizroom.com,Business & Industry > Business Services,,0,"Proactive Loan Servicing, LLC",,,,,0 - 1M,1 - 10,
,noomilicious.com,Unknown,"27,341,290",0,noomilicious,Germany,Hessen,Heusenstamm,,0 - 1M,1 - 10,
jann@dejavu-psychics.com,dejavu-psychics.com,People & Society,"26,503,182",0,Deja Vu Psychic Hotline,,,,,0 - 1M,1 - 10,1
,me-kono.eu,Computer & Electronics,"25,706,983",0,me'kono,Austria,,Vienna,,0 - 1M,1 - 10,
allank@mattuju.com",mattuju.com,Arts & Entertainment > Photography,"20,423,595",0,Mattuju Indonesia,Indonesia,Sulawesi Selatan,Makassar,,1M - 10M,10 - 50,2
,pulsedigit.com,Unknown,"25,365,990",0,PulseDigit,Nepal,Bagmati,Kathmandu,,0 - 1M,1 - 10,
info@caustik.tv,caustik.tv,Arts & Entertainment,"22,703,417",0,caustik,Lebanon,,Beirut,,0 - 1M,1 - 10,1
info@sjdivinemercy.org,sjdivinemercy.org,People & Society > Religion & Spirituality,"29,040,327",0,SJDivineMercy,United States,MI,EASTPOINTE,,0 - 1M,1 - 10,1
n@grupomanos.org.ve",grupomanos.org.ve,Shopping,,0,Manos por la Niez y Adolescencia,Venezuela,Distrito Capital,Caracas,,0 - 1M,1 - 10,4
,flytrafficmedia.com,Unknown,"30,038,969",0,FlyTraffic Media,,,,,0 - 1M,1 - 10,
wayne@140marketing.co.uk,140marketing.co.uk,Business & Industry > Marketing & Advertising,"15,077,873",0,140MARKETING.CO.UK,United Kingdom,,london,,0 - 1M,1 - 10,1
,redebarter.com,People & Society,"30,056,904",0,redebarter,Portugal,,Lisboa,,0 - 1M,1 - 10,
marcia@institutodethalentos.com.br",institutodethalentos.com.br,Career & Education > Education,"26,223,177",0,Instituto de Thalentos,Brazil,SP,So Paulo,,0 - 1M,1 - 10,3
office@myaiesec.ro,myaiesec.ro,People & Society,,0,AIESEC Cluj Napoca,Romania,Cluj,Cluj Napoca,,10M - 50M,50 - 200,1
contact@trendcomputing.com,trendcomputing.com,Computer & Electronics,,0,Trend Computing,,,,,0 - 1M,1 - 10,1
,assuresol.com,Unknown,,0,"Assure Solutions, LLC",United States,PA,Lancaster,,0 - 1M,1 - 10,
jan.e.stromsodd@yournextensemble.com,yournextensemble.com,Arts & Entertainment > Music & Audio,"25,962,923",0,Your Next Ensemble,,,,,0 - 1M,1 - 10,1
chris@the-internet-adventure.com,the-internet-adventure.com,Travel > Tourism,"31,797,845",0,Internet Adventure,,,,,0 - 1M,1 - 10,1
,ricardomarques.net,Business & Industry,,0,LPM  Assessoria em relacionamento com o cliente,,,,,0 - 1M,1 - 10,
,thewordsmith.com,Business & Industry > Marketing & Advertising,"28,744,013",0,TheWordsmith,,,,,0 - 1M,1 - 10,
ivan@maravil.com",maravil.com,Computer & Electronics > Software,,0,"Maravil, LLC",United States,CA,San Francisco,,0 - 1M,1 - 10,2
khoward@ezsmallbusinessapps.com,ezsmallbusinessapps.com,Computer & Electronics > Software,,0,EZSmallBusinessApps.Com,United States,TX,Dallas,,0 - 1M,1 - 10,1
,mdemovil.com,Unknown,"32,621,831",0,MdeMvil,Spain,Santa Cruz de Tenerife,Santa Cruz de Tenerife,,0 - 1M,1 - 10,
,appfio.com,Unknown,,100,Appfio,,,,,0 - 1M,1 - 10,
,techisforgeeks.com,Unknown,,100,Techisforgeeks,,,,,0 - 1M,1 - 10,
computerinc@computerbusiness.com,computerbusiness.com,Computer & Electronics,"33,806,461",100,"Computer Business Consultants, Inc",United States,FL,Oakland,,0 - 1M,1 - 10,1
,mlbnetwork.mlb.com,Unknown,,100,"THE MLB NETWORK, LLC",United States,NJ,SECAUCUS,,50M - 100M,200 - 500,
,sleeprecoverycenters.com,Health > Conditions & Diseases,"33,889,581",100,"Sleep Recovery Centers, Inc.",United States,Ca.,Newport Beach,,0 - 1M,1 - 10,
,dynumo.com,Internet & Telecom,"30,907,026",100,dynumo,,,,,0 - 1M,1 - 10,
traci@tracigregory.com,tracigregory.com,Business & Industry,,100,TraciGregory,,,,,0 - 1M,1 - 10,1
,livehappier.com,Health,"34,365,465",100,Live Happier,,,,,0 - 1M,1 - 10,
,connectedworldmedia.com,Internet & Telecom,"34,640,601",100,Connected World Media,,,,,0 - 1M,1 - 10,
i.n.f.o@footholdservices.com,footholdservices.com,Business & Industry,"34,780,591",100,Foothold Services,United States,TX,Spring,,0 - 1M,1 - 10,1
monte@otbpmaps.com,otbpmaps.com,Reference > Maps,"34,795,844",100,Off The Beaten Path Maps,,,,,0 - 1M,1 - 10,1
,careerbreeder.com,Unknown,"34,806,701",100,careerbreeder,India,Karnataka,Bangalore,,10M - 50M,50 - 200,
,jeffandvaden.com,Unknown,"34,889,297",100,jeffandvaden,,,,,0 - 1M,1 - 10,
donate@nublaxity.com",nublaxity.com,Unknown,"34,986,152",100,NuBlaXity On-Line NetWork Inc.,Canada,Ontario,Toronto,,0 - 1M,1 - 10,2
,neophotostudio.com,Unknown,"35,045,518",100,NeoPhotoStudio,,,,,0 - 1M,1 - 10,
victor@cusamaco.eu",cusamaco.eu,News & Media,,100,cusmaco,,,,,0 - 1M,1 - 10,3
aimsponsoringsecrets@gmail.com,mywscreator.weebly.com,Business & Industry,"32,595,758",100,Rapid AIM Global,Malaysia,,Kota Kinabalu,+600168301868,50M - 100M,200 - 500,1
ask@nationalforex.com",nationalforex.com,Unknown,,100,Solutions Approved,United States,IL,Deerfield,,0 - 1M,1 - 10,2
,webmarketinghere.net,Unknown,,100,webserviceshere,United States,CA,Geyserville,,0 - 1M,1 - 10,
sales@sentiens.us,sentiens.us,Computer & Electronics,"33,295,250",100,"Sentiens, LLC",,,,,0 - 1M,1 - 10,1
,simbioticdesign.net,Arts & Entertainment > Web Design,,100,simbioticdesign,Argentina,Buenos Aires,Ranelagh,,0 - 1M,1 - 10,
headquarters@piratskapartija.com",piratskapartija.com,People & Society,"36,634,124",100,piratskapartija,Serbia,,Belgrade,,1M - 10M,10 - 50,4
,social-way.com,Unknown,,100,Social-Way.com,,,,,0 - 1M,1 - 10,
,johnshearer.org,Arts & Entertainment,"37,025,146",100,League of In-House Search Fellows,,,,,0 - 1M,1 - 10,
info@lettingservicedapartments.co.uk,lettingservicedapartments.co.uk,Business & Industry > Real Estate,,100,Letting Serviced Apartments,United Kingdom,Hertfordshire,Hemel Hempstead,,0 - 1M,1 - 10,1
info@teachexecs.com,teachexecs.com,Unknown,"37,114,004",100,Teach Execs,,,,,0 - 1M,1 - 10,1
info@coachrobyn.co.za,coachrobyn.co.za,Unknown,"37,417,187",100,Coach Robyn,,,,,0 - 1M,1 - 10,1
amanda.newbery@articulous.com.au,articulous.com.au,Unknown,"37,618,817",100,Articulous Communications,Australia,Qld,Brisbane,,0 - 1M,1 - 10,1
info@soccermatic.com,soccermatic.com,Sports > Soccer,,100,Soccermatic,,,,,> 1B,"> 10,000",1
